review_id,error_related,sentiment,review_date,review_text,rating,app_link
163,1,0,4/1/2015," So I spent over 2000 gems on a run the other day and the game stopped!  Not only did I lose my game progress, but all my gems were taken, PATHETIC!  You should only have to pay gems if you finish the run, they are so darn expensive and difficult to get!  I guess Imangi just cares about making money, very disappointing, and here I was beginning to like their games. ",Rated 4 stars out of five stars,https://play.google.com/store/apps/details?id=com.imangi.templerun2
164,0,0,4/11/2015, Omg it is the best game ever pages o don't now about the other people  but I loved it also I had no probles which it  they don't take care of there game that's why it was frezzing and guess what when I get a phone call my game pause because I take care of it and they don't  love itttttt  so so so so so much if you are reading this.  Take care of your game please and reamber play for fun and check out anomaljam it is fun u can't play it on your tablet you can only play it on your computer,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.imangi.templerun2
165,0,1,4/6/2015," Absolutely love this game app, doesn't freeze up amd offers great simulation, although the tasks that one has to do to get to the next level is time consuming ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.imangi.templerun2
166,1,0,4/2/2015, I just opened up the game and lost all my progress coins and gems i was up to 44 gems and all gone and almost 20000 coins Easter is also gone and it is showing 4th of July please help with this issue ,Rated 2 stars out of five stars,https://play.google.com/store/apps/details?id=com.imangi.templerun2
167,1,0,4/2/2015," I was a great fan of the temple run one but due to a technical error my phone had to be formatted and i lost all game data, so lost track of the game. Now playing again in temple run 2 gives me a lot of enthusiasim and helps me kill time in the most addictive and entertaining manner ",Rated 2 stars out of five stars,https://play.google.com/store/apps/details?id=com.imangi.templerun2
168,1,1,4/11/2015, I love this game! I want to give it 5 stars but daily and weekly challenges aren't working. When I click to view the daily challenges it gives me a count down to midnight and once 1a.m. comes around instead of giving me the new challenge of the day it just restarts the countdown to the following midnight............. Fixed it! I restarted my phone and now it works perfectly so I'm changing it to 5 stars because this is my favorite game! 😀 ,Rated 2 stars out of five stars,https://play.google.com/store/apps/details?id=com.imangi.templerun2
169,1,0,3/27/2015," Look I love the game, but I got problems on the swiping controls. Is it my phone of what? ",Rated 1 stars out of five stars,https://play.google.com/store/apps/details?id=com.imangi.templerun2
170,0,1,4/6/2015, Works good after the latest update.  Nice job..... ,Rated 4.5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
171,1,1,4/3/2015," so freaking cool but yall need to fix the time before you start a mission ,i dont want to wait 20 minutes to play a mission,thats the only bad thing ",Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
172,1,0,4/11/2015, After the update i cant see my weapons and the world map is empty there is nothing on it. I'll rate 5 stars when fixed ,Rate one star out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
173,0,0,4/2/2015," Great game, but the newest gun is ridiculous at $49.99. What am I supposed to do with all the in-game money I have collected? You can't tell me that all the ad revenue that was generated from the hours I have played this game don't count for something. Also, no new missions. ",Rate two stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
174,0,0,4/2/2015, Dead Trigger 2 is just as good as dead trigger one maybe even better. But some of the prices are kinda rediculous. But non the less I will gladly give this game whatever I have in my pocket to get some in game money and gold. Play it and you'll see what I'm talking about.,Rate three stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
175,0,1,4/6/2015, Console quality having on ur phone. Play it once and you'll stick to it forever. Big thumbs up..!! ,Rate four stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
176,0,1,4/9/2015," the golden ak74 is too expensive..i'd rather buy a few gold in dt1 and upgrade some weapons than spend on a dt2 item that's not really new..also dt1 has a better zombie graphics and guns there have better sound effects than in dt2..also,make a fair standard of movement speed regardless of the weight of weapons..again,just like in dt1..or maybe just combine all the good qualities of both dt1 and dt2 then create dead trigger 3 :) nevertheless,dt2 is better than dt1 in most parts..best android zombie fps.. ",Rate five stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
177,0,0,4/4/2015," It 's a awesome game but why it says again and again that application is going to download 250 mb of data for dead trigger...i downloaded 250 mb once,but it is still saying that same thing...please fix that crap..... ",Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
178,0,1,4/3/2015, This is the best zombie game I have ever played there is such good graphics but everything is so expensive in this game if you could lower the price a little that would be awesome ,Delete review.,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
179,0,1,4/4/2015, Reminds me of zombies from Call of Duty....intensifies as you progress..  alot of game play! ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
180,1,0,4/5/2015, I just upgraded to Tech 7 but unfortunately the missions are not showing up on the Map ,Rated 4.5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
181,1,0,4/7/2015," Games great and all. BUT it's basically unplayable on mobile data! Everytime I finish  a mission and after the stats screen (where they show how much money you make) the game fails to load and I lose all my progress and money that I make. (This is especially devastating during daily missions, since after it hangs I can't repeat the mission). Please try to fix this. ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
182,0,0,4/5/2015, I had this game a while back and I deleted it cos I had no space on my phone then I got a new one and I downloaded it but I didn't feel like winning all my stuff back but boy was I wrong every thing is new HOPE THERE IS A DEAD TRIGGER 3 ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
183,1,0,4/3/2015, The game will freeze right after login screen and the only way for me to alleviate it on an AT&T s5 is to delete data cache please fix this I'm a paying customer and this is quite annoying ,Rated 1 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
184,0,1,4/10/2015, Its awesome I love ❤ it only bad thing is the graphics they aren't that good nor are they that bad but awesome really like it ,Rated 3 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
185,0,1,4/5/2015, Is my most favorite zombie game I have ever played on a phone. It has amazing graphics as well as sound followed by weapons. ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
186,0,0,4/2/2015, Please stop with the unwanted annoying loud notifications. Good game play. ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
187,0,1,4/10/2015, I will give this game 5 stars. But for playing this game we want internet connection. So this is very bad. ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
188,1,0,4/10/2015, The only problem is fix the time when your going to play a mission it takes a lot of time fix and I will rate 5 ,Rated 1 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
189,0,1,4/11/2015," Game is Fun and Very well thought out for being a free game. The tech support technician that I dealt with was helpful and responded ASAP to my problem. Usually I will not pay real $$$ to buy anything to play a game but I like this game so much that I really just wanted to donate a little to help whoever was involved in the making of the game. This game has gold that you can earn to buy things in the game and they actually give u multiple ways to earn it rather than spending real $$$. I luv that "" Thanks "" ",Rated 3 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
190,0,1,4/4/2015, Well.. Its pretty good that this is free and this game is so cool!! All locations are so great!! Cool missions!! This is the best in the world!! Oh my god!! Best zombie app!!! 😂 ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
191,0,1,4/9/2015," If you love zombie games, or you don't love them, this is for you. It has gorgeous graphics for a mobile game, and fun gameplay. It is varied and fun. This also shows how capable the Unity game engine is at producing high quality games. ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
192,0,1,4/4/2015," This game is very cool, it let we find orther surviver and kill zombie by the gun and other weapon also escape from dangerous place to safe place by urself the way of tool control it the best it very cool so wonderful it not hard to control at all,the graphic so great I really really like this kind of game, my best game ever! Download it guy I think u will love it :D ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
193,0,1,4/8/2015," Overall the graphics are great and gameplay is fun, but I would suggest you use a controller as its a lot more comfortable and enjoyable. However, one thing that annoys me is the lack of purchasable weapons as you have to find blue prints for new guns, which isn't much as f a big deal but I can be tedious. In conclusion this game is a must have. ",Rated 1 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
194,0,1,4/8/2015," I abso*frickin*lutely love shooters.. I've tried almost all  but just a few handful offer wat it takes to get users hooked on & reeled in..! DT. 2 sits way on top. Killing zombies is a great way to pass your time n wen the graphics,  game play, (upgradable weapons & tech) sfx n vfx are all so top of the line, it's all dat u can ask for. Equip urself with deadly gear, act quick n start killin sum walker bitches....!! I recommend DT 2 to all gamers, this is a great game n deserves all 5 stars*****!     Enjoy! ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
195,0,1,4/9/2015," Absolutely fantastic, this game is few I accept for zombie evolution. They bring fun challenging mini bosses on the field to backup those pesky zombies. Campaign missions take 20 minutes to cool down but you won't notice because there are many activities to keep the zombie smashing going. All great aspects aside, the more you progress so do the zombies. And it just takes more and more money for guns, machetes, grenades, and whatever you choose to take. Which brings me to why I only give it 4. Stuff gets way to expensive and can't really take different things to switch it up without slowing down or getting dominated. Plus a new variety  of weapons for the game would be amazing. Granted there's quite a bit to choose from, but any gun lover knows that there's more than a couple guns that they wanna shoot. What better place then a zombie apocalypse, its an all day target practice. ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
196,0,1,4/11/2015, Payapula money tha problem matha paid OK....sema entertainment....ourea thituthu phonum kaiuma irrurkuranu.....enna pandrathu..avaluvu interesta  irrukuthu .....go for it u will forget the real world...u expect the world to be turn out like his. ,Rated 3 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
197,0,0,4/4/2015, All the money u have made off people and won't make new levels.I've beat all levels been playing same thing over and over for months. ,Rated 2 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
198,0,0,4/4/2015, I think the number of ads and annoying popups should be increased to maybe a 100 between every game? It is really annoing all these interruptions. This could be a very good game... ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
199,0,1,4/5/2015," Really have enjoyed playing this game, its easy to control and the game has a few modes such as Sniper where you control the bullet after its been shot in slow motion and can get some sick head shots. You have a hideout where you can build weapons and upgrades, plenty of missions and great graphics throughout. No problems with the game on a Nexus 6. ",Rated 3 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
200,0,1,4/5/2015, I spend so much time on my phone now.  One thing I just choose not to use it the Chatboard... ,Rated 3 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
201,1,0,4/4/2015, S5 can only play the game in medium setting. Why ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
202,0,0,4/8/2015, I'm play with Facebook account butt I'm banned fore game not play I'm lavel 40 Why ,Rated 3 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
203,1,0,4/9/2015, I would rate this as a 5-star but I've upgraded to Tech 6 &7 and can't play any of the stages except for those to earn money. This defeats the purpose of playing and makes the game boring. Please fix soon or I'm deleting. ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
204,0,1,4/9/2015, Game runs well and you can still move forward without paying a cent. One of my favorite mobile games on my nexus 7. Game has become much larger than when I first played it. This game is growing and I'm going to keep coming back. Game runs flawlessly on my LG G3 with graphics on max ,Rated 1 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
205,0,0,4/2/2015, It said when I launched it on my tablet for the first time that I'm banned from your game like wow and I didn't even do anything why am I band and I loved this game on my phone ,Rated 3 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
206,0,1,4/2/2015, The adds play nice and smooth but the game lags on my ZenFone 2 ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
207,0,1,4/6/2015, Love killing zombies.... My favourite on my device.. ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.madfingergames.deadtrigger2
208,0,1,3/9/2015," A really decent game. Easy at first but gets harder and sometimes frustrating, (only when I can't win without some fast trigger work and a good deal of luck). But believe me it can be conquered. ",Rated 4.5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
209,0,0,3/4/2015, I can't believe  I'm saying this it so much BLOOD they should call this game or make a game called DEAD A SLEEP ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
210,0,1,2/16/2015," Enjoy it, can't wait for more, ads are slightly invasive and the guns are fairly pricey but good game. ",Rate one star out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
211,0,1,2/15/2015, It's fun to read the little mission statements before killing someone. I love how nice the game is to play. It's fun to have to move the screen like someone with an actual sniper would have to do. ,Rate two stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
212,1,1,4/6/2015, Ads pop up after you win or fail a mission and bring you back to the start screen. I'm ok with the ads but start them in the the end of the set of missions or at the end. I'm tired of having to restart constantly. If you fix I'll rate better after all it is a fun game. ,Rate three stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
213,0,1,3/9/2015, this game is so beast it's like a real life sniper game but on a tablet or phone and its a really awsome simulator ,Rate four stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
214,0,1,2/14/2015, This would be one of the best apps if you would make some multiplayer missions for it... its awesome but it could be better.. team vs team missions would be cool too ,Rate five stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
215,0,0,2/16/2015," The game needs alot of improvements.  When i say that i mean that the options need to be expanded into different available game play modes(difficulty), graphics(high/low),  and last but not least, is adding the ability to invert y axis on control layout.  Its so much easier to shoot in any game with inverted  y axis.  If this one feature is added then i will retype this rating review and post 5 stars! Faster that feature gets added then the faster you get 5 stars from me! If not soon then i will uninstall. ",Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
216,0,1,3/24/2015," Very good for killing time, easy at the beginning but gets harder and harder ",Delete review.,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
217,0,1,2/24/2015, This game blows my mind it is awsome and I want more games from you guys ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
218,0,1,2/16/2015," This game looks cool and I am certain for the normal people in this world that do not require an INVERTED aim configuration, this game is loads of fun.  I however, am not normal and require it to be inverted and would love for that to be an option.  The two stars reflects my dislike in ability to play and not the game itself. ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
219,0,1,3/19/2015, This is the second sniper game I've downloaded and so far pretty bloody. I would like to have more visual options but we cant have it all for free. Good effort. ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
220,0,1,4/2/2015," I always hated stickmen, now I get to kill them, they deserve to die...lol ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
221,0,1,3/2/2015, I love how they try to disguise  as a normal person plz plz make another 1 love it love it love it ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
222,0,1,4/1/2015, loved it loved it  loved jk happy april fools ha april fools again I really did love it ,Rated 2 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
223,1,0,4/8/2015," This game could be great, but nobody will read reports it's lockups are constant. Winning and being penalized don't add up. ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
224,0,1,3/8/2015," Though this game has an alarming violent premise that seeks to move us closer to a society of self righteous sociopaths, it is still rather enjoyable.... and I wanted the free updates. Remember kids:  revenge is for the ignorant. ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
225,0,1,3/22/2015, It is a fun game that takes some getting used to you get really good at it ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
226,0,1,4/8/2015," Such a sick bloody sniper game , love it, 5 stars ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
227,1,1,4/8/2015, I love this game 5 stars. Just one minor problem. ADS!!! Then again what can u expect from such an awesome free game. Update soon please. I love this game guys! Thanks for the game. I can't believe how much I love the game even though it has bloody murders by sniper rifle. I am going to stop typing  now. Bye and you just wasted at least 10 seconds of your life reading this. ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
228,0,1,2/25/2015," Straight forward and entertaining, its not a serious game and doesn't try to be. Which I find prefer to some other games I've seen that promise you the moon and the stars but fall flat... ",Rated 2 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
229,0,1,3/19/2015," Pretty good fun. Great way to kill an hour while waiting on,,,whatever. ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
230,0,1,2/11/2015," Love the blood splat, and fun, me and Friend laughed heads off on first level when it sead looking for this guy but there was no face. Haha ",Rated 3 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
231,0,1,2/10/2015, The aiming system is phenomenal and the hints it gives are really good. If you hit the wrong target it's because you didn't read the instructions. ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
232,0,1,2/18/2015, This game is OK  nice test of skills. ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
233,0,1,2/21/2015, This game is the best but gets frustrating. Other then that it is good ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
234,1,0,2/14/2015, What's happening here?.it keeps going to recalibrate!! in the middle of a mission over and over!!! Please fix it!! And where are the guns I bought?? Did I Los my money?? Can somebody answer me about that?? Is this game a rip off?? ,Rated 2 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
235,0,0,3/13/2015," The crosshairs don't move as fast as you want them to,so its so hard to even play the game and have fun. :-( . ",Rated 4 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
236,0,1,4/11/2015," I love this game.  It is so addicting. I've been playing it for 2 years now,  and am still not tired of it.  I'm not a game person but I love this. ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
237,0,1,2/22/2015, I like the way it works but the guns are pricy for a 2 dementinal game i mean 24.35 for a shot gun (price is around there someware right ) ;) ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
238,0,1,3/7/2015, Good waste of time and fun ,Rated 1 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
239,0,1,3/10/2015, I remember playing this on my pc like ten plus years ago on addicting games website. ..still fun! ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
240,1,0,4/11/2015, Worst Callibaration. Don't download and waste ur time..... ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
241,0,0,3/14/2015," they try to sell you better guns for $24.99, are you kidding? The creators really need to go back to the drawing boards on this one. Would not recomend ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
242,0,1,3/25/2015, Love love love love love love love love love love love love love love love love love love love love the gamet ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
243,0,1,4/5/2015, The graphics are great for this game. I enjoy playing this game. I like that it gets harder as you go not easy and cheesy ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
244,0,1,3/4/2015, 5 for fun ,Rated 3 stars out of five stars,https://play.google.com/store/apps/details?id=com.fungamesforfree.snipershooter.free
245,1,0,2/27/2015," dear creator i really want to gve it a 5 star bcoz the apps was great but i had a problem when i play games.. like tekken 6 or DBZ.. the game reaction was too slow the movements and even the sounds.. please help me fix this my device was a quad core 1.3 ghz processor and had a 512 mb RAM.. thanks i hope u will help me to fix ,this ",Rated 4.2 stars out of five stars,https://play.google.com/store/apps/details?id=org.ppsspp.ppsspp
