review_id,error_related,review_date,review_text,rating,app_link
3385,,3/9/2015, Good graphic and easy to control. Good jod developer. ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=best.action.war.games.free.live
3384,,3/9/2015," This game says its rated 5 stars ? Glitch, blackouts & no control !! The worst I have played (ever!!!) Don't waste your time.. ",Rated 4.6 stars out of five stars,https://play.google.com/store/apps/details?id=best.action.war.games.free.live
3383,,3/14/2015, I like it because you fight ,Rated 4.3 stars out of five stars,https://play.google.com/store/apps/details?id=com.freegamesstudio.KingOfBlocksFistTournament
3382,,3/10/2015, My best 32 ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.hamsterbyte.crossyflappyroadybirdy
3381,,3/25/2015," ITS COMBINED, i sound like a cowboy.......BUT GOOD GAME!!!....that was before I played.... actually...its a truck of crap ",Rated 3.0 stars out of five stars,https://play.google.com/store/apps/details?id=com.hamsterbyte.crossyflappyroadybirdy
3380,,3/27/2015, Its a super cool game ,Rated 2.8 stars out of five stars,https://play.google.com/store/apps/details?id=com.iboomobile.teamactimelbe
3379,,3/21/2015, Smells like cheese ,Rated 4.0 stars out of five stars,https://play.google.com/store/apps/details?id=com.pl.skater
3377,,3/18/2015, Great sniper game with amazing effects ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.srapps.sniper.agent.revenge
3376,,3/18/2015, Very Excellent controls. ,Rated 4.0 stars out of five stars,https://play.google.com/store/apps/details?id=com.srapps.sniper.agent.revenge
3375,,11/20/2014, Shooting terrorism in the face.. what's better than that !? ,Rate two stars out of five stars,https://play.google.com/store/apps/details?id=com.bmg.beatterrorism
3374,,11/19/2014," Ever felt so American and patriotic that you needed to Ode to Old Glory and simultaneously rid the world of evil and terror? Download this game, and let your freedom ring... #Murica ",Rate one star out of five stars,https://play.google.com/store/apps/details?id=com.bmg.beatterrorism
3373,,11/21/2014, BMG Gaming has brought us more than just your typical shooter games an all-out offensive on the soul-stealers that look to capture and imprison your FREEDOM!  Let out your inner assault needs on the multitude of aggressors with a growing cache of upgradeable weaponry!  See their demise in all their glory! ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.bmg.beatterrorism
3372,,2/12/2015, It is soo addictive ,Rated 4.0 stars out of five stars,https://play.google.com/store/apps/details?id=com.company.JumpFrog
3371,,2/17/2015, Since acquiring this app my swag capacity had been significantly increased. My cooking videos online now have millions of views and I get my d sucked daily know what I'm saying? ,Rate three stars out of five stars,https://play.google.com/store/apps/details?id=com.ezturner.theswagbutton
3370,,2/19/2015," I used to have to lease my swag from my friends with a lot of swag. And let me tell you; now that I'm no longer committed to monthly swag contracts, I just press this swag button and my swag levels increase by at least 69%. ",Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.ezturner.theswagbutton
3369,,3/18/2015, Fun game ,Rate one star out of five stars,https://play.google.com/store/apps/details?id=com.indowebgame.crossytheriver
3368,,3/19/2015, Bikin ketagihan game nya ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.indowebgame.crossytheriver
3367,,3/19/2015, terus berkarya gan (y) ,Rated 5.0 stars out of five stars,https://play.google.com/store/apps/details?id=com.indowebgame.crossytheriver
3366,,1/29/2015, Good g ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=shm.KBox.FLappy_fish
3365,,2/11/2015, This is very god app. I like it . I love fish ,Rated 5.0 stars out of five stars,https://play.google.com/store/apps/details?id=shm.KBox.FLappy_fish
3364,,4/9/2015, Super ,Rated 3.1 stars out of five stars,https://play.google.com/store/apps/details?id=com.dinoranger.runjump
3363,,10/22/2014," Lots of fun and great graphics as a first of a kind. My high score is still under 200 zombies in the 90 seconds, but I'm going to figure out where the heck they spawn from eventually! ",Rate one star out of five stars,https://play.google.com/store/apps/details?id=com.limbic.zgr
3360,,2/25/2015, Its a good game but needs ALOT of work to do .. keep updating it and little less ads maybe ? But five stars for your hard work thanks for the game ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.ninja.Blood.Running80250214
3359,,3/21/2015, I love it ,Rate one star out of five stars,https://play.google.com/store/apps/details?id=com.play314.jungle.sniper.hunting
3358,,3/21/2015, GAME ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.play314.jungle.sniper.hunting
3356,,3/19/2015," Amazing shooting, very nice environmet ",Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.beehive.army.shooter.force
3355,,3/19/2015, Amazing ,Rate five stars out of five stars,https://play.google.com/store/apps/details?id=com.beehive.army.shooter.force
3354,,3/19/2015, Five star ,Rate four stars out of five stars,https://play.google.com/store/apps/details?id=com.beehive.army.shooter.force
3353,,3/19/2015, Lots of fun. Good third person shooting action. ,Rate one star out of five stars,https://play.google.com/store/apps/details?id=com.beehive.army.shooter.force
3352,,3/19/2015, Excellent game. ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.beehive.army.shooter.force
3351,,3/19/2015, Very excellent game. ,Rated 4.5 stars out of five stars,https://play.google.com/store/apps/details?id=com.beehive.army.shooter.force
3350,,11/20/2014, Shooting is a simple game but graphics very addictive. I love this. ,Rated 4.4 stars out of five stars,https://play.google.com/store/apps/details?id=com.coconut.soft.game.shooting.android
3349,,4/2/2015, Excellent game ,Rate five stars out of five stars,https://play.google.com/store/apps/details?id=com.playplace.commando.war.city
3348,,3/17/2015, Lots of funnn ,Rate three stars out of five stars,https://play.google.com/store/apps/details?id=com.playplace.commando.war.city
3347,,3/21/2015, This is the best war game in anroid... ,Rate two stars out of five stars,https://play.google.com/store/apps/details?id=com.playplace.commando.war.city
3346,,3/18/2015, This apps is high quality and Easy GUI and controls ,Rate one star out of five stars,https://play.google.com/store/apps/details?id=com.playplace.commando.war.city
3345,,4/1/2015," Works perfect and graphic is great! Lot of cool weapons and cool sound effects, i love it ",Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.playplace.commando.war.city
3344,,4/3/2015," Very exciting, Rocket launcher is fantastic! :) I like this game, keep it up ",Rated 4.4 stars out of five stars,https://play.google.com/store/apps/details?id=com.playplace.commando.war.city
3343,,3/21/2015, I love it ,Rate one star out of five stars,https://play.google.com/store/apps/details?id=com.play314.jungle.sniper.hunting
3342,,3/21/2015, GAME ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.play314.jungle.sniper.hunting
3340,,3/15/2015, This developer in my opinion makes hands down the best shooters in any app store. And arguably the most out of the box fun. First the RPG like level ups on them not only creates better gaming experience. But makes grinding worth it and fun. The graphics are always smooth and great. Runs smooth. Some times may be a tad slow down when there is 20 or 30 rendered things on screen movie. But short. The music is unbelievable. In all there is many great games to be played by this fantastic developer. ,Rated 4.3 stars out of five stars,https://play.google.com/store/apps/details?id=com.polarityflow.moonbeam
3339,,12/6/2014, I have not play this GAM all day it is really funny of it ,Rated 4.2 stars out of five stars,https://play.google.com/store/apps/details?id=com.fireplusteam.crushbirds2
3338,,2/13/2015, Very difficult to save life. still in level 1 ,Rate three stars out of five stars,https://play.google.com/store/apps/details?id=com.gravityinfosoft.secretweapon
3337,,2/18/2015, Tough but Enjoying . It is really awesome. ,Rate two stars out of five stars,https://play.google.com/store/apps/details?id=com.gravityinfosoft.secretweapon
3336,,2/18/2015," I really love the secret plus weapon. I must say about its graphics, just awesome. All ten levels of the game are highly enjoyable. Expecting for more levels with the upcoming update. ",Rate one star out of five stars,https://play.google.com/store/apps/details?id=com.gravityinfosoft.secretweapon
3335,,2/14/2015, I appreciate the Dev for this excellent creation. Secret Plus Weapon is kind of little tough to be master game. But the best part is it's graphics and it's too addictive. I would feel proud to recommend this awesome game all love action games. ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.gravityinfosoft.secretweapon
3334,,2/8/2015, Conceptual game.i am in 5 th room now.Till room 2 it was easy for me to cover up and this game is pretty awesome good way to spend my free time. moreover graphics and sound effects also very nice. easy to use but highly addictive. thank you guys.keep it up ,Rated 5.0 stars out of five stars,https://play.google.com/store/apps/details?id=com.gravityinfosoft.secretweapon
3332,,4/1/2015, Looking very good ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3331,,4/3/2015, Very beautiful game..... nice GUI and control.... I like it... ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3330,,4/1/2015, Nice one guys....its a nice game... ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3329,,3/31/2015, Oh nice ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3328,,3/30/2015, AWESOME Commando Game Ever Nice Graphics and Good Game Play Last Commando Mission I like This. ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3327,,4/3/2015, Very very beautiful actions...... beautiful GUI  and excellent control.. very very thanks ,Rated 1 stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3326,,3/31/2015," There is only five downloads, but six downloads with me ",Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3325,,4/3/2015, Amazing last commando mission game. Had fun playing with friends. Highly recommended! ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3324,,3/31/2015, Good Graphics and Userfriendly Controls Its really Addictive Game ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3323,,4/3/2015, very nice design i love it clean fast working wow ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3322,,3/31/2015, Very good. This is really outstanding app nice concept and great idea. Thanks ,Rated 5 stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3321,,4/3/2015, Feels proud to be a commando ,Rated 4.4 stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3320,,3/31/2015, exciting... I love it. It's made me addict :v ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3319,,4/7/2015, Great Game. I like it ,Delete review.,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3318,,4/3/2015," Great, like it ",Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3317,,3/31/2015, Good game.I like it. ,Rate five stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3316,,4/3/2015," Poor game , bad controls , uninstalled ! ",Rate four stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3315,,3/31/2015, very nice game with good graphics! ,Rate three stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3314,,3/28/2015, This is really outstanding app nice concept and great idea. superb design..... ,Rate two stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3313,,4/3/2015, Fully addicted ,Rate one star out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3312,,3/31/2015," Good army game,nice design and good concept,friendly interface,nice work keep it up ",Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3311,,3/29/2015, Very good. This is really outstanding app nice concept and great idea. Thanks ,Rated 4.4 stars out of five stars,https://play.google.com/store/apps/details?id=com.last.commando.missions.war
3310,,3/16/2015, Like this game ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.ninjagames.subwayrunner
3309,,3/16/2015, Season ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.ninjagames.subwayrunner
3308,,3/16/2015, Awesome game but there should also a system to roll down ,Rate three stars out of five stars,https://play.google.com/store/apps/details?id=com.ninjagames.subwayrunner
3307,,3/16/2015, Its so cool ,Rate two stars out of five stars,https://play.google.com/store/apps/details?id=com.ninjagames.subwayrunner
3306,,3/16/2015, Awesome ,Rate one star out of five stars,https://play.google.com/store/apps/details?id=com.ninjagames.subwayrunner
3305,,3/16/2015, Kind of like subway surfers wow I love it! ,Rated  stars out of five stars,https://play.google.com/store/apps/details?id=com.ninjagames.subwayrunner
